#  Xs,Ys,Zs
-2.689499153855861380e+01,-2.394468515117251428e+01,0.000000000000000000e+00
-2.671840735859188243e+01,-2.400967100314559843e+01,0.000000000000000000e+00
-2.654090963126088454e+01,-2.407383729462785382e+01,0.000000000000000000e+00
-2.636249949659246639e+01,-2.413717504533962099e+01,0.000000000000000000e+00
-2.618317426177236129e+01,-2.419967655578711074e+01,0.000000000000000000e+00
-2.600293522164923132e+01,-2.426133263140020446e+01,0.000000000000000000e+00
-2.582178113747524151e+01,-2.432213487701291754e+01,0.000000000000000000e+00
-2.563971216025767674e+01,-2.438207433420531700e+01,0.000000000000000000e+00
-2.545672588595507335e+01,-2.444114278461171352e+01,0.000000000000000000e+00
-2.527282394795355458e+01,-2.449933060121141537e+01,0.000000000000000000e+00
-2.508800277489899244e+01,-2.455662971098357161e+01,0.000000000000000000e+00
-2.490226550583147258e+01,-2.461302984657650583e+01,0.000000000000000000e+00
-2.471560873437605466e+01,-2.466852265636504171e+01,0.000000000000000000e+00
-2.452803312778602773e+01,-2.472309843817486197e+01,0.000000000000000000e+00
-2.433953945645547634e+01,-2.477674738362764018e+01,0.000000000000000000e+00
-2.415012591208844128e+01,-2.482946031667911058e+01,0.000000000000000000e+00
-2.395979211714453783e+01,-2.488122753175076696e+01,0.000000000000000000e+00
-2.376853779445247383e+01,-2.493203918558559096e+01,0.000000000000000000e+00
-2.357636277032835181e+01,-2.498188529692058424e+01,0.000000000000000000e+00
-2.338326833078181721e+01,-2.503075540799156684e+01,0.000000000000000000e+00
-2.318925181510737588e+01,-2.507863994489742154e+01,0.000000000000000000e+00
-2.299431472959007650e+01,-2.512552816463247041e+01,0.000000000000000000e+00
-2.279845598580811838e+01,-2.517140984564741046e+01,0.000000000000000000e+00
-2.260167596838015669e+01,-2.521627428873603449e+01,0.000000000000000000e+00
-2.240397381983277114e+01,-2.526011095355940483e+01,0.000000000000000000e+00
-2.220535153570842013e+01,-2.530290854693893010e+01,0.000000000000000000e+00
-2.200580714106093083e+01,-2.534465651502836181e+01,0.000000000000000000e+00
-2.180534289367239609e+01,-2.538534327638489785e+01,0.000000000000000000e+00
-2.160395707471180415e+01,-2.542495794000363674e+01,0.000000000000000000e+00
-2.140164946624240727e+01,-2.546348915124616852e+01,0.000000000000000000e+00
-2.119842274459729126e+01,-2.550092488271435798e+01,0.000000000000000000e+00
-2.099427560214375532e+01,-2.553725372341905953e+01,0.000000000000000000e+00
-2.078920825116386339e+01,-2.557246382245870819e+01,0.000000000000000000e+00
-2.058322105386379874e+01,-2.560654315485946242e+01,0.000000000000000000e+00
-2.037631591274856646e+01,-2.563947930511223561e+01,0.000000000000000000e+00
-2.016849212067536357e+01,-2.567126013275027674e+01,0.000000000000000000e+00
-1.995975051618637153e+01,-2.570187308980777630e+01,0.000000000000000000e+00
-1.975009349668438929e+01,-2.573130526290182374e+01,0.000000000000000000e+00
-1.953951946093935277e+01,-2.575954414536511194e+01,0.000000000000000000e+00
-1.932802976074465207e+01,-2.578657664011565132e+01,0.000000000000000000e+00
-1.911562732564352274e+01,-2.581238931030097206e+01,0.000000000000000000e+00
-1.890231108788540482e+01,-2.583696904880111234e+01,0.000000000000000000e+00
-1.868808295716710077e+01,-2.586030220930636503e+01,0.000000000000000000e+00
-1.847294364161417590e+01,-2.588237511041747396e+01,0.000000000000000000e+00
-1.825689544758389360e+01,-2.590317373143779633e+01,0.000000000000000000e+00
-1.803993808691823730e+01,-2.592268412105171649e+01,0.000000000000000000e+00
-1.782207568346816728e+01,-2.594089174575833923e+01,0.000000000000000000e+00
-1.760330697129387545e+01,-2.595778234971777110e+01,0.000000000000000000e+00
-1.738363651439716406e+01,-2.597334101788334593e+01,0.000000000000000000e+00
-1.716306489621329945e+01,-2.598755295648553343e+01,0.000000000000000000e+00
-1.694159293025196078e+01,-2.600040312828773281e+01,0.000000000000000000e+00
-1.671922307312795652e+01,-2.601187618459060857e+01,0.000000000000000000e+00
-1.649595943432813883e+01,-2.602195651059086856e+01,0.000000000000000000e+00
-1.627180215654047402e+01,-2.603062847089335463e+01,0.000000000000000000e+00
-1.604675445290477853e+01,-2.603787606983495451e+01,0.000000000000000000e+00
-1.582081980262386267e+01,-2.604368310625855898e+01,0.000000000000000000e+00
-1.559400054954391379e+01,-2.604803319669801809e+01,0.000000000000000000e+00
-1.536629790807165641e+01,-2.605090973008701027e+01,0.000000000000000000e+00
-1.513771619518336031e+01,-2.605229581030344477e+01,0.000000000000000000e+00
-1.490825861406819897e+01,-2.605217433333938715e+01,0.000000000000000000e+00
-1.467792866970098764e+01,-2.605052795648690278e+01,0.000000000000000000e+00
-1.444673017671616044e+01,-2.604733909922267898e+01,0.000000000000000000e+00
-1.421466585963369589e+01,-2.604258991067851881e+01,0.000000000000000000e+00
-1.398174017743912678e+01,-2.603626230943621778e+01,0.000000000000000000e+00
-1.374795651652559414e+01,-2.602833792689573400e+01,0.000000000000000000e+00
-1.351332001446107256e+01,-2.601879818492666629e+01,0.000000000000000000e+00
-1.327783475451885309e+01,-2.600762420169559874e+01,0.000000000000000000e+00
-1.304150518278666304e+01,-2.599479682638967404e+01,0.000000000000000000e+00
-1.280433752202749886e+01,-2.598029673124412753e+01,0.000000000000000000e+00
-1.256633416290529404e+01,-2.596410405988438441e+01,0.000000000000000000e+00
-1.232750350503279968e+01,-2.594619905419703443e+01,0.000000000000000000e+00
-1.208784873567642748e+01,-2.592656129179463065e+01,0.000000000000000000e+00
-1.184737626285424561e+01,-2.590517027052226240e+01,0.000000000000000000e+00
-1.160609291667923593e+01,-2.588200522910723222e+01,0.000000000000000000e+00
-1.136400456186201602e+01,-2.585704500026227137e+01,0.000000000000000000e+00
